aug31_equity,aug31_open_tickets,avg_loss,avg_win,completed,documented_event_open,exposure_dollar_days,family,filled,flats,gross_pnl,hit_rate,horizon,intended,losses,max_dd_dollars,max_dd_percent,mean_gross,median_month,modeled_net,net_borrow_10,net_borrow_30,net_double_spread,net_per_session,net_through_cutoff,no_entry,panel,payoff_ratio,peak_gross,per_session_basis,per_session_denominator,profit_factor,red_calendar_months,red_month_loss_sum,september_runoff_net,september_runoff_trades,split,structural_block,tier_full,tier_half,tier_quarter,time_underwater_sessions,turnover_entry_notional,unresolved,wins,worst_day,worst_month
111280.43535044405,0,-205.90155777558334,298.5287009317307,200,0,796897.3917,PARENT,200,0,13310.921443999996,0.52,1,200,96,-2160.8464016000216,-0.021303250739164503,3174.8900067729087,198.9305649999951,11280.435350443997,11018.383944498792,10494.28113260838,9635.219256887996,44.941973507745004,11280.435350443997,0,LEGACY_FILL_QTY,1.4498613034152164,31940.4808,251 account sessions of the IS-owned book,251,1.5706830786998176,0,0,0,0,IS,0,11280.435350443997,0,0,70,796897.3917,0,104,-2080.435473799982,0.0
124120.16346219985,0,-306.7392217382023,463.24283060270267,200,0,1580483.861956,PARENT,200,0,26143.143099999998,0.555,2,200,89,-4556.194425000009,-0.04354075182363826,6296.748454007969,1513.2577849999943,24120.1634622,23231.388875222463,21453.839701267396,22482.4538244,96.09626877370518,24120.1634622,0,LEGACY_FILL_QTY,1.510217141380355,33933.673800000004,251 account sessions of the IS-owned book,251,1.883529243744038,1,-2035.216779999988,0,0,IS,0,24120.1634622,0,0,136,796897.3917,0,111,-3593.0195450000174,-2035.216779999988
124729.75294460007,0,-379.221730134066,543.4764255669725,200,0,2351238.110556,PARENT,200,0,26753.728,0.545,3,200,91,-6460.895727200012,-0.06253255133706082,9367.482512175298,610.3879175000111,24729.7529446,23629.812810060823,21429.932540982463,23091.0478892,98.52491212988048,24729.7529446,0,LEGACY_FILL_QTY,1.4331362956833662,34779.545000000006,251 account sessions of the IS-owned book,251,1.7166138047196364,2,-2792.551985899976,0,0,IS,0,24729.7529446,0,0,199,796897.3917,0,109,-3552.3550000000105,-1506.5303217000037
123817.61722579993,0,-439.20856616595745,614.1813438245283,200,0,3121381.7742560003,PARENT,200,0,25843.987524999997,0.53,4,200,94,-5372.714087400076,-0.05136230994676083,12435.783961179284,839.7791150000048,23817.617225799997,22506.67882723342,19884.80203010027,22176.516926599994,94.8909052820717,23817.617225799997,0,LEGACY_FILL_QTY,1.3983819787168186,35627.182,251 account sessions of the IS-owned book,251,1.5768988270636464,3,-1858.0804954000778,0,0,IS,0,23817.617225799997,0,0,177,796897.3917,0,106,-3552.3550000000105,-1423.7509250000148
126472.43033200008,0,-492.0484917075269,675.074206175701,200,0,3892435.178431,PARENT,200,0,28496.2454,0.535,5,200,93,-7760.217508900023,-0.06581880597582135,15507.709874227092,1327.1005650500229,26472.430332,24941.61993776904,21879.99914930712,24833.885264,105.46784992828685,26472.430332,0,LEGACY_FILL_QTY,1.3719668234995106,63553.04,251 account sessions of the IS-owned book,251,1.578499463596211,3,-4417.862058900064,0,0,IS,0,26472.430332,0,0,199,796897.3917,0,107,-3552.3550000000105,-2065.983830000012
134037.38778636802,0,-500.5485320777778,718.9705061215273,200,0,4660836.324731,PARENT,200,0,36056.271268,0.55,6,200,90,-7998.69252000007,-0.07643852228346393,18569.069022832668,1273.6978731499694,34037.387786367995,32187.4491945206,28487.572010825803,32403.774304735998,135.60712265485256,34037.387786367995,0,LEGACY_FILL_QTY,1.436365227437746,68306.31,251 account sessions of the IS-owned book,251,1.7555575002016897,4,-3789.925720000072,0,0,IS,0,34037.387786367995,0,0,175,796897.3917,0,110,-3552.3550000000105,-1793.0261450000107
132942.59333099984,0,-568.6675457126437,729.3510602477877,200,0,5421677.445163,PARENT,200,0,34963.3004,0.565,7,200,87,-8260.844081100135,-0.0785903656353717,21600.308546466138,994.5068499999761,32942.593331,30547.950801811232,25758.665743433696,31307.156262,131.2453917569721,32942.593331,0,LEGACY_FILL_QTY,1.282561429338786,68306.31,251 account sessions of the IS-owned book,251,1.6658556496009518,4,-4165.994951900022,0,0,IS,0,32942.593331,0,0,214,796897.3917,0,113,-7173.610478999995,-1854.5969599999953
143411.49742929995,0,-547.8321358470589,782.4106867504348,200,0,6183611.536463,PARENT,200,0,45423.7948,0.575,8,200,85,-10452.800181000057,-0.09965167739824143,24635.902535709163,1161.7338236999858,43411.497429300005,40808.105834001646,35601.322643404936,41784.4700586,172.95417302509964,43411.497429300005,0,LEGACY_FILL_QTY,1.4281942141650201,68306.31,251 account sessions of the IS-owned book,251,1.9322627603409097,4,-4718.062753399965,0,0,IS,0,43411.497429300005,0,0,175,796897.3917,0,115,-7135.843999999983,-2518.8854000000138
141929.1474192998,0,-584.0041349362638,872.2341623715596,200,0,6935085.133363,PARENT,200,0,43944.727399999996,0.545,9,200,91,-13795.789786799985,-0.13307084822512416,27629.821248458167,1743.8262574999608,41929.1474193,39119.87264676877,33501.3231017063,40298.8374386,167.0483960928287,41929.1474193,0,LEGACY_FILL_QTY,1.4935410730726286,68306.31,251 account sessions of the IS-owned book,251,1.7889667798342477,5,-7513.931199799932,0,0,IS,0,41929.1474193,0,0,194,796897.3917,0,109,-7135.844000000012,-3681.419915000006
141182.5239087,0,-594.8996430291667,945.1239388413462,200,0,7688037.797663,PARENT,200,0,43199.090099999994,0.52,10,200,96,-14273.278793300007,-0.13625934110716742,30629.632660011954,1919.0344191999393,41182.5239087,38157.94119937425,32108.77578072274,39551.2277174,164.07380043306773,41182.5239087,0,LEGACY_FILL_QTY,1.5887115581863087,95763.4636,251 account sessions of the IS-owned book,251,1.7211041880351676,4,-7850.2725213000085,0,0,IS,0,41182.5239087,0,0,201,796897.3917,0,104,-7135.844000000012,-3848.1293578999903
105502.97517300014,0,-335.5197168647619,366.9598688630631,216,0,860733.7858000001,PARENT,216,0,7754.4411,0.5138888888888888,1,216,105,-12681.753276799893,-0.1214774716212218,3429.218270119522,0.0,5502.975172999998,5179.783608835614,4533.400480506846,3693.209245999997,21.924203876494015,5502.975172999998,0,LEGACY_FILL_QTY,1.093705825374709,31956.0217,251 account sessions of the OOS-owned book,251,1.1562033011104065,5,-12357.223222199958,0,0,OOS,0,5502.975172999998,0,0,215,860733.7858000001,0,111,-3823.496400000018,-8849.737154000031
120232.5414411002,1,-337.2820125738318,520.3996593194445,215,1,2592788.7905,PARENT,216,0,22341.5557,0.5023255813953489,2,216,107,-17989.1320635,-0.15976820991389495,10329.8358187251,319.53097500000877,20113.9878611,19155.16519800411,17237.51987181233,18325.5400222,80.13540980517928,20113.9878611,0,LEGACY_FILL_QTY,1.5429214719997195,39567.380000000005,251 account sessions of the OOS-owned book,251,1.5573412988408382,4,-9671.883818300063,0,0,OOS,0,20113.9878611,0,0,172,860733.7858000001,0,108,-3780.4616000000096,-6149.1131315999955
133543.29028379993,9,-385.5384451707071,615.3211203939655,215,1,3427184.6006,PARENT,216,0,35426.4764,0.5395348837209303,3,216,99,-15470.014509999892,-0.1290277657626807,13654.121914741036,913.6791199999934,33208.9438938,32021.51963889589,29646.67112908767,31430.5313876,132.30654937768927,32787.3793438,0,LEGACY_FILL_QTY,1.5960045699761958,39567.380000000005,251 account sessions of the OOS-owned book,251,1.8700659607801888,4,-6646.400829999926,421.56454999999886,8,OOS,0,33208.9438938,0,0,175,860733.7858000001,0,116,-3780.4616000000096,-3527.650613399979
134509.0872038001,9,-446.5890507873787,712.7624944187501,215,1,4217082.680000001,PARENT,216,0,36055.491535,0.5209302325581395,4,216,103,-20651.344323899975,-0.16968074794659505,16801.126215139444,464.8811175000301,33830.7271438,32409.140757553425,29565.967985060273,32047.4427526,134.78377348127492,33753.1762638,0,LEGACY_FILL_QTY,1.596014262244187,39913.850000000006,251 account sessions of the OOS-owned book,251,1.7354718191393104,4,-12057.149579499994,77.55087999999937,8,OOS,0,33830.7271438,0,0,198,860733.7858000001,0,112,-3780.4616000000096,-5666.964009000134
138825.91171569994,9,-490.4277307587629,722.1212144855932,215,1,5006008.074265,PARENT,216,0,39862.7172,0.5488372093023256,5,216,97,-18905.515751400002,-0.15582786712753605,19944.255275956177,1042.8519975000017,37638.8134257,35962.92909033973,32611.160419619177,35856.3896514,149.9554319749004,38070.0007757,0,LEGACY_FILL_QTY,1.4724314495193143,71828.97170000001,251 account sessions of the OOS-owned book,251,1.7912052684874131,4,-13993.826511400097,-431.1873500000003,8,OOS,0,37638.8134257,0,0,181,860733.7858000001,0,118,-3780.4616000000096,-7957.445209199985
145461.1808608,9,-540.4650740642106,793.9638111825001,215,1,5790618.012865,PARENT,216,0,46149.5724,0.5581395348837209,6,216,95,-23295.189300099883,-0.18584992521991084,23070.19128631474,755.8211600000504,43931.4753058,41898.7757226863,37833.376556458905,42154.8582116,175.02579803107568,44705.2699208,0,LEGACY_FILL_QTY,1.469038147482907,72745.5484,251 account sessions of the OOS-owned book,251,1.8556271336626193,3,-15706.894490099963,-773.7946149999999,8,OOS,0,43931.4753058,0,0,176,860733.7858000001,0,120,-4639.803990000029,-8031.876896699934
155635.57589390018,9,-527.1164583704082,906.8165570871796,215,1,6568598.831265001,PARENT,216,0,56651.612400000005,0.5441860465116279,7,216,98,-24349.162544199906,-0.18823189850853195,26169.71645922311,1027.3896550000136,54440.1242589,51861.285425046575,46703.60775733973,52670.1161178,216.89292533426297,54879.6649539,0,LEGACY_FILL_QTY,1.7203343638531463,75656.1,251 account sessions of the OOS-owned book,251,2.0538685772532457,3,-14804.920494199963,-439.5406950000007,8,OOS,0,54440.1242589,0,0,170,860733.7858000001,0,117,-4594.194000000003,-7006.986808299975
165010.09633880004,17,-548.6887729935485,938.971928747541,215,1,7336411.529665001,PARENT,216,0,65728.67109999999,0.5674418604651162,8,216,93,-22445.375265099894,-0.1678816409013585,29228.731193884465,2053.150168000029,63526.519418799995,60728.4790086726,55132.39818841781,61765.847737599994,253.093702863745,55761.1754388,0,LEGACY_FILL_QTY,1.7113015154742042,75656.1,251 account sessions of the OOS-owned book,251,2.244933170837128,4,-12218.95159009991,7765.343979999999,16,OOS,0,63526.519418799995,0,0,170,860733.7858000001,0,122,-4594.194000000003,-6334.261656700051
170116.5551053001,17,-549.2379443347827,979.3377406430894,215,1,8071651.699365,PARENT,216,0,72127.8419,0.5720930232558139,9,216,92,-19132.987184499914,-0.14181212405688715,32157.974897868527,2477.199160000062,69928.6512203,66904.60213491232,60856.50396413698,68172.2005406,278.60020406494027,60867.6342053,0,LEGACY_FILL_QTY,1.7830846370769744,75656.1,251 account sessions of the OOS-owned book,251,2.3839066343529116,3,-9996.206649499974,9061.017015000001,16,OOS,0,69928.6512203,0,0,188,860733.7858000001,0,123,-4594.194000000003,-5149.19135829997
165209.88239580014,17,-637.6713716063158,1036.1189392783333,215,1,8801787.428265,PARENT,216,0,65959.24215,0.5581395348837209,10,216,95,-23322.810157299915,-0.16919383586164216,35066.882184322705,19.57868749998306,63755.4924108,60451.647685028765,53843.9582334863,61994.4826716,254.00594585976094,55960.9614958,0,LEGACY_FILL_QTY,1.624847821956182,104365.2317,251 account sessions of the OOS-owned book,251,2.052439354049914,5,-12194.966617299928,7794.5309149999985,16,OOS,0,63755.4924108,0,0,179,860733.7858000001,0,120,-4871.152354999984,-5796.995136700032
116783.41052344439,0,-273.6125364042587,333.8582806544186,416,0,1657631.1775,PARENT,416,0,21065.362543999996,0.5168269230769231,1,416,201,-12525.361152699988,-0.11569930198558054,6604.108276892431,1451.5922034219839,16783.410523443996,16198.167553334406,15027.681613115226,13328.428502887993,66.86617738423902,16783.410523443996,0,LEGACY_FILL_QTY,1.2201863446824952,31956.0217,251 account sessions of the ALL-owned book,251,1.3051744482922214,4,-10449.386462999842,0,0,ALL,0,16783.410523443996,0,0,180,1657631.1775,0,215,-3823.4964000000036,-8849.737154000017
144352.70490329983,1,-323.4130922454082,491.4297598328767,415,1,4173272.6524560004,PARENT,416,0,48484.6988,0.5277108433734939,2,416,196,-10137.837259500098,-0.08709222222805602,16626.58427273307,2810.275862500006,44234.1513233,42386.55407322657,38691.359573079724,40807.993846599995,176.23167857888447,44234.1513233,0,LEGACY_FILL_QTY,1.5195110266592924,39567.380000000005,251 account sessions of the ALL-owned book,251,1.6978209940733933,1,-6149.113131600039,0,0,ALL,0,44234.1513233,0,0,165,1657631.1775,0,219,-3780.4616000000096,-6149.113131600039
158273.04322839982,9,-382.51307112684214,580.5163571222222,415,1,5778422.711156,PARENT,416,0,62180.204399999995,0.5421686746987951,3,416,190,-9290.310123399991,-0.07518917818497828,23021.604426916336,3435.9629760000607,57938.6968384,55651.33244895671,51076.60367007014,54521.579276799996,230.8314615075697,57517.1322884,0,LEGACY_FILL_QTY,1.5176379604808896,39567.380000000005,251 account sessions of the ALL-owned book,251,1.7972028479378956,3,-5261.633252499829,421.56454999999886,8,ALL,0,57938.6968384,0,0,182,1657631.1775,0,225,-3780.4616000000096,-3527.65061339995
158326.70442959975,9,-443.0673982269036,664.8285404600917,415,1,7338464.454256,PARENT,416,0,61899.47906,0.5253012048192771,4,416,197,-12709.773497500006,-0.10284360342131316,29236.910176318725,2960.8341123999853,57648.344369599996,54915.81958478685,49450.770015160546,54223.959679199994,229.6746787633466,57570.79348959999,0,LEGACY_FILL_QTY,1.5005133375207622,39913.850000000006,251 account sessions of the ALL-owned book,251,1.6604665359366808,2,-5514.063789000007,77.55087999999937,8,ALL,0,57648.344369599996,0,0,194,1657631.1775,0,218,-3780.4616000000096,-4360.426559000072
165298.34204770013,9,-491.22105059157894,699.7477483115556,415,1,8898443.252696,PARENT,416,0,68358.9626,0.5421686746987951,5,416,190,-12701.34361310002,-0.0976341557612459,35451.96515018327,4212.356861800043,64111.2437577,60904.54902810876,54491.1595689263,60690.274915400005,255.42328190318725,64542.4311077,0,LEGACY_FILL_QTY,1.424506843647778,71828.97170000001,251 account sessions of the ALL-owned book,251,1.6869159990565792,2,-8365.618574200053,-431.1873500000003,8,ALL,0,64111.2437577,0,0,182,1657631.1775,0,225,-3780.4616000000096,-7740.070834199985
179498.5686471679,9,-521.0462158005406,758.0974478924696,415,1,10451454.337596001,PARENT,416,0,82205.843668,0.5542168674698795,6,416,185,-16009.427418699954,-0.12845305668366092,41639.260309147416,3447.050956350002,77968.863092168,74086.2249172069,66320.94856728471,74558.632516336,310.6329206859283,78742.657707168,0,LEGACY_FILL_QTY,1.4549524109444325,72745.5484,251 account sessions of the ALL-owned book,251,1.8088597541471323,2,-7123.362843400071,-773.7946149999999,8,ALL,0,77968.863092168,0,0,178,1657631.1775,0,230,-4639.803990000029,-5446.0062484000955
188578.16922490008,9,-546.6566994448649,819.6269869008696,415,1,11990276.276428001,PARENT,416,0,91614.9128,0.5542168674698795,7,416,185,-15267.761638700016,-0.11848879860550199,47770.02500568925,5451.291995500025,87382.7175899,82409.23622685781,72462.27350077343,83977.2723798,348.1383170912351,87822.2582849,0,LEGACY_FILL_QTY,1.4993449961067131,75656.1,251 account sessions of the ALL-owned book,251,1.8640505357002382,2,-4538.868731699928,-439.5406950000007,8,ALL,0,87382.7175899,0,0,177,1657631.1775,0,230,-7173.610478999995,-4255.7246558999905
208421.5937681002,17,-548.2797046932585,863.0033936012659,415,1,13520023.066128,PARENT,416,0,111152.4659,0.5710843373493976,8,416,178,-15303.823903700031,-0.1170167960343158,53864.633729593625,7375.427530149929,106938.0168481,101536.58484267425,90733.72083182273,103550.3177962,426.0478758888446,99172.6728681,0,LEGACY_FILL_QTY,1.5740203152040495,75656.1,251 account sessions of the ALL-owned book,251,2.0957461500188748,3,-4153.0859823998035,7765.343979999999,16,ALL,0,106938.0168481,0,0,172,1657631.1775,0,237,-7135.844000000012,-1855.2439733998908
212045.70252459974,17,-566.5260500437158,929.0175249896552,415,1,15006736.832728,PARENT,416,0,116072.5693,0.5590361445783133,9,416,183,-16438.784668700056,-0.12690286614504798,59787.79614632669,6716.221439850022,111857.79863959999,106024.47478168109,94357.82706584329,108471.0379792,445.6486001577689,102796.7816246,0,LEGACY_FILL_QTY,1.639849614890556,105311.1758,251 account sessions of the ALL-owned book,251,2.0789350308995025,3,-5059.808881199977,9061.017015000001,16,ALL,0,111857.79863959999,0,0,171,1657631.1775,0,232,-7135.844000000012,-2883.2236650000123
206392.40630450024,17,-616.1735394418848,993.8712605040179,415,1,16489825.225928001,PARENT,416,0,109158.33224999999,0.5397590361445783,10,416,191,-18004.897061600044,-0.1350317759079246,65696.51484433467,7446.597633300058,104938.0163195,98609.58888440301,85952.73401420904,101545.710389,418.0797462928287,97143.4854045,0,LEGACY_FILL_QTY,1.6129729644090893,107497.37890000001,251 account sessions of the ALL-owned book,251,1.8916541572127539,2,-7527.019636299941,7794.5309149999985,16,ALL,0,104938.0163195,0,0,179,1657631.1775,0,224,-7135.844000000012,-4139.085272900018
111286.73843584399,0,-205.556975801625,298.27123185384613,200,0,796512.2391,PARENT,200,0,13313.559093999997,0.52,1,200,96,-2158.1180370999937,-0.021280244459282116,3173.3555342629484,192.30676999998832,11286.738435843996,11024.851992254955,10501.079105076873,9643.997777687995,44.967085401768905,11286.738435843996,0,CAUSAL_PREORDER_QTY,1.4510392103729726,32034.2477,251 account sessions of the IS-owned book,251,1.57195914457072,0,0,0,0,IS,0,11286.738435843996,0,0,70,796512.2391,0,104,-2077.5360599999694,0.0
124025.51624579988,0,-306.7257975247191,462.37938941891895,200,0,1579710.919106,PARENT,200,0,26044.8755,0.555,2,200,89,-4542.66071500002,-0.043420748172638746,6293.669000422311,1512.9980849999774,24025.5162458,23137.126993986847,21360.348490360546,22390.2369916,95.71918823027889,24025.5162458,0,CAUSAL_PREORDER_QTY,1.5074682115111484,33983.060000000005,251 account sessions of the IS-owned book,251,1.8801008031206459,1,-2033.2355700000044,0,0,IS,0,24025.5162458,0,0,136,796512.2391,0,111,-3576.34904500001,-2033.2355700000044
